45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	36
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	65	200	41
45	65	200	41
45	65	200	41
45	65	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
43	66	200	41
43	66	200	41
43	66	200	41
43	66	200	41
43	66	200	41
43	66	200	41
43	66	200	41
45	67	200	41
45	67	200	41
45	67	200	41
45	67	200	41
45	67	200	41
45	67	200	41
45	67	200	41
45	67	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	67	200	36
45	67	200	36
45	67	200	36
45	67	200	36
45	67	200	36
45	67	200	36
45	67	200	36
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	43
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
44	67	200	44
44	67	200	44
44	67	200	44
44	67	200	44
44	67	200	44
44	67	200	44
44	67	200	44
44	67	200	44
44	67	200	44
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
44	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	66	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	67	200	200
45	69	200	200
45	69	200	44
45	69	200	44
45	69	200	44
45	69	200	44
45	69	200	44
45	69	200	44
45	69	200	44
45	69	200	44
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	38	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	44
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
44	38	200	200
44	38	200	200
44	38	200	200
44	38	200	200
44	38	200	200
44	38	200	200
44	38	200	200
44	38	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	37	200	200
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	38	200	42
45	37	200	42
45	37	200	42
45	37	200	42
45	37	200	42
45	37	200	42
45	37	200	42
45	37	200	42
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	38	200	41
45	43	200	41
45	43	200	41
45	43	200	41
45	43	200	41
45	43	200	41
45	43	200	41
45	43	200	41
45	53	200	41
45	53	200	41
45	53	200	41
45	53	200	41
45	53	200	41
45	53	200	41
45	53	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	37	200	41
45	58	200	41
45	58	200	41
45	58	200	41
45	58	200	41
45	58	200	41
45	58	200	41
45	58	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	45	200	41
45	45	200	41
45	45	200	41
45	45	200	41
45	45	200	41
45	45	200	41
45	45	200	41
45	45	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	67	200	40
45	67	200	40
45	67	200	40
45	67	200	40
45	67	200	40
45	67	200	40
45	67	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	41
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	67	200	37
45	67	200	37
45	67	200	37
45	67	200	37
45	67	200	37
45	67	200	37
45	67	200	37
45	67	200	37
45	67	200	31
45	67	200	31
45	67	200	31
45	67	200	31
45	67	200	31
45	67	200	31
45	67	200	31
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	40
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	66	200	37
45	67	200	38
45	67	200	38
45	67	200	38
45	67	200	38
45	67	200	38
45	67	200	38
45	67	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
45	66	200	38
